Domain,URL,Title,Hits,date,Date Discovery,Content length,Type,source_file
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/tiramisu-aux-abricots-le-dessert-a-avoir-dans-le-frigo-quand-il-fait-chaud-196493,Tiramisu aux abricots : le dessert à avoir dans le frigo quand il fait chaud - Cuisineactuelle.fr,18,21/06/2025 06:20,21/06/2025 06:20,679.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/direction-tahiti-avec-la-recette-du-poulet-fafa-tahitien-de-laurent-mariotte-196394,"""Direction Tahiti"" avec la recette du poulet Fafa tahitien de Laurent Mariotte - Cuisine Actuelle",18,22/05/2025 13:08,22/05/2025 13:08,405.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/j-ai-voulu-tenter-la-tendance-norbert-tarayre-succombe-au-chocolat-dubai-sa-recette-195987,"""J'ai voulu tenter la tendance"" : Norbert Tarayre succombe au chocolat Dubaï… sa recette ! - Cuisine Actuelle",18,10/04/2025 14:42,10/04/2025 14:42,445.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/un-apero-gourmand-en-5-minutes-les-pois-chiche-coco-curry-195940,Un apéro gourmand en 5 minutes : les pois chiche coco-curry - Cuisine Actuelle,21,03/04/2025 10:54,03/04/2025 10:54,434.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/le-meilleur-tiramisu-aux-fraises-du-monde-une-cuisiniere-devoile-sa-recette-toute-simple-pour-un-resultat-ultra-cremeux-196237,"""Le meilleur tiramisu aux fraises du monde"" : une cuisinière dévoile sa recette toute simple pour un résultat ultra crémeux - Cuisineactuelle.fr",17,08/05/2025 14:32,08/05/2025 14:32,842.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/c-est-top-c-est-pas-trop-sucre-philippe-etchebest-partage-sa-recette-du-fraisier-individuelet-c-est-canon-195985,"""C'est top, c'est pas trop sucré"" : Philippe Etchebest partage sa recette du fraisier individuel…et c'est canon ! - Cuisine Actuelle",17,10/04/2025 10:59,10/04/2025 10:59,580.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/une-vraie-mousse-au-chocolat-comme-on-l-aime-un-chef-patissier-partage-sa-recette-facile-et-rapide-196329,"""Une vraie mousse au chocolat, comme on l'aime"" : un chef pâtissier partage sa recette facile et rapide - Cuisine Actuelle",14,15/05/2025 09:43,15/05/2025 09:43,420.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/fasolada-connaissez-vous-cette-soupe-typique-grecque-196266,Fasolada : connaissez-vous cette soupe typique grecque ? - Cuisine Actuelle,13,07/05/2025 12:54,07/05/2025 12:54,420.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/guide-par-ingredient/cuisson-des-aliments/pas-envie-de-se-prendre-la-tete-pour-paques-la-recette-facile-de-l-epaule-d-agneau-confite-d-un-chef-etoile-et-meilleur-ouvrier-de-france-195994,Pas envie de se prendre la tête pour Pâques ? La recette facile de l'épaule d'agneau confite d'un chef étoilé et Meilleur Ouvrier de France - Cuisine Actuelle,13,19/04/2025 05:45,19/04/2025 05:45,475.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/assiette-printaniere-aux-asperges-le-repas-equilibre-qui-donne-vraiment-envie-195967,Assiette printanière aux asperges : le repas équilibré qui donne vraiment envie - Cuisine Actuelle,13,07/04/2025 14:51,07/04/2025 14:51,451.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/voici-la-recette-du-meilleur-gateau-au-chocolat-au-monde-et-c-est-pierre-herme-qui-le-dit-195655,"Voici la recette du ""meilleur gâteau au chocolat au monde"", et c'est Pierre Hermé qui le dit ! - Cuisine Actuelle",12,04/04/2025 10:29,04/04/2025 10:29,381.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/comment-faire-un-capo-spritz-version-corse-du-celebre-cocktail-estival-196202,"Comment faire un Capo Spritz, version corse du célèbre cocktail estival ? - Cuisineactuelle.fr",11,28/04/2025 09:41,28/04/2025 09:41,416.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/quelle-est-la-veritable-recette-des-gnocchis-alla-sorrentina-un-chef-italien-nous-devoile-la-technique-authentique-en-4-ingredients-196220,Quelle est la véritable recette des gnocchis alla sorrentina ? Un chef italien nous dévoile la technique authentique en 4 ingrédients - Cuisine Actuelle,11,31/05/2025 06:16,31/05/2025 06:16,652.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/recette-de-mamie-les-beignets-pets-de-nonne-195651,Recette de mamie : les beignets pets de nonne,10,07/04/2025 08:16,07/04/2025 08:16,,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/nutrition/cake-au-skyr-la-recette-de-ce-gateau-sans-sucre-pour-un-gouter-leger-et-vanille-195688,Cake au skyr : la recette de ce gâteau sans sucre pour un goûter léger et vanillé,59,02/03/2025 07:23,02/03/2025 07:23,,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/les-petits-plus-en-cuisine/conseils-et-astuces/comment-bien-cuire-la-semoule-du-couscous-la-technique-dune-cuisiniere-marocaine-pour-quelle-soit-bien-moelleuse-195608,Comment bien cuire la semoule du couscous ? La technique d’une cuisinière marocaine pour qu’elle soi,49,26/03/2025 08:49,26/03/2025 08:49,,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/envie-d-un-gouter-reconfortant-la-recette-gourmande-du-fondant-a-lamande-195516,Envie d'un goûter réconfortant ? La recette gourmande du fondant à l’amande,9,07/04/2025 08:49,07/04/2025 08:49,,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/un-apero-improvise-10-recettes-de-mini-quiches-pretes-en-un-clin-d-oeil-195923,Un apéro improvisé ? 10 recettes de mini-quiches prêtes en un clin d'œil - Cuisine Actuelle,26,02/04/2025 08:04,02/04/2025 08:04,796.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/parfait-pour-accompagner-vos-grillades-au-barbecue-la-salade-de-couscous-perle-et-legumes-rotis-196564,Parfait pour accompagner vos grillades au barbecue : la salade de couscous perlé et légumes rôtis - Cuisineactuelle.fr,9,18/06/2025 08:35,18/06/2025 08:35,427.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/fan-de-cuisine-vietnamienne-decouvrez-les-ravioles-de-francois-regis-gaudry-inspirees-par-les-specialites-du-pays-196415,"Connaissez-vous les coussins de paradis, ces petits raviolis inspirés de la cuisine vietnamienne ? La recette de François-Régis Gaudry - Cuisine Actuelle",8,26/05/2025 12:42,26/05/2025 12:42,439.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/idees-de-menus/idees-de-repas/la-salade-de-pommes-de-terre-cripsy-a-emporter-pour-votre-prochain-barbecue-entre-amis-196573,La salade de pommes de terre cripsy à emporter pour votre prochain barbecue entre amis - Cuisineactuelle.fr,6,18/06/2025 14:15,18/06/2025 14:15,472.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/les-petits-plus-en-cuisine/actu-food/rapportez-au-magasin-ce-mais-en-boite-d-une-celebre-marque-il-fait-l-objet-d-un-rappel-produit-196226,Rapportez au magasin ce maïs en boîte d'une célèbre marque : il fait l'objet d'un rappel produit - Cuisineactuelle.fr,6,30/04/2025 08:36,30/04/2025 08:36,409.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/les-petits-plus-en-cuisine/conseils-et-astuces/quelles-tomates-choisir-pour-preparer-une-delicieuse-salade-tomates-mozzarella-les-conseils-dun-chef-italien-196162,Quelles tomates choisir pour préparer une délicieuse salade tomates mozzarella ? Les conseils d’un chef italien - Cuisine Actuelle,6,30/05/2025 05:44,30/05/2025 05:44,651.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/recettes/osso-buco-218745,Osso-buco facile : découvrez les recettes de Cuisine Actuelle,5,20/04/2025 18:48,20/04/2025 18:48,243.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
www.cuisineactuelle.fr,https://www.cuisineactuelle.fr/culture-food/guide-par-ingredient/cuisson-des-aliments/gigot-dagneau-roti-de-paques-la-recette-d-un-chef-meilleur-ouvrier-de-france-et-ses-astuces-pour-une-cuisson-parfaite-195834,Gigot d’agneau rôti de Pâques : la recette d'un chef meilleur ouvrier de France et ses astuces pour une cuisson parfaite - Cuisine Actuelle,4,11/04/2025 07:00,11/04/2025 07:00,1065.0,article,top_urls_host_data_2025_07_04T15_53 (1).csv
laboitedechocolats.fr,https://laboitedechocolats.fr/je-suis-boulanger-et-ce-gateau-au-citron-sans-cuisson-est-le-plus-facile-que-jai-jamais-fait/,Je suis boulanger et ce gâteau au citron sans cuisson est le plus facile que j’ai jamais fait - La boite de chocolats,105,29/06/2025 04:12,29/06/2025 04:12,701.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/salade-nicoise-decouvrez-la-vraie-recette-traditionnelle-et-ce-quon-oublie-souvent/,Salade niçoise : découvrez la vraie recette traditionnelle (et ce qu’on oublie souvent) - La boite de chocolats,97,28/06/2025 03:42,28/06/2025 03:42,756.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jutilise-cette-astuce-dans-mes-tartes-a-la-tomate-tout-le-monde-me-demande-la-recette-ensuite/,J’utilise cette astuce dans mes tartes à la tomate : tout le monde me demande la recette ensuite - La boite de chocolats,100,30/06/2025 06:52,30/06/2025 06:52,596.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/cette-creme-dessert-maison-bluffante-est-prete-en-5-minutes-et-vous-allez-ladorer/,Cette crème dessert maison bluffante est prête en 5 minutes (et vous allez l’adorer) - La boite de chocolats,94,21/06/2025 04:00,21/06/2025 04:00,636.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/je-ne-fais-plus-que-cette-tarte-tomates-burrata-et-jambon-cru-lalliance-parfaite/,"Je ne fais plus que cette tarte : tomates, burrata et jambon cru, l'alliance parfaite - La boite de chocolats",93,22/06/2025 03:25,22/06/2025 03:25,682.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/le-cake-du-matin-valide-par-une-dieteticienne-aussi-simple-quun-gateau-au-yaourt/,Le cake du matin validé par une diététicienne : aussi simple qu’un gâteau au yaourt - La boite de chocolats,93,17/06/2025 16:00,17/06/2025 16:00,742.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/gateau-miracle-sans-cuisson-3-ingredients-zero-effort-100-plaisir/,"Gâteau miracle sans cuisson : 3 ingrédients, zéro effort, 100 % plaisir - La boite de chocolats",88,21/06/2025 15:00,21/06/2025 15:00,586.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/on-ma-parle-du-flan-grec-je-lai-teste-et-ce-dessert-fondant-est-devenu-mon-prefere-de-lete/,On m’a parlé du flan grec : je l’ai testé et ce dessert fondant est devenu mon préféré de l’été - La boite de chocolats,92,29/06/2025 05:12,29/06/2025 05:12,633.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jai-trouve-le-secret-dune-confiture-dabricots-parfaite-texture-de-reve-garantie/,J’ai trouvé le secret d’une confiture d’abricots parfaite : texture de rêve garantie - La boite de chocolats,80,26/06/2025 16:52,26/06/2025 16:52,895.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/mousse-citron-mascarpone-le-dessert-frais-qui-va-faire-fondre-vos-invites/,Mousse citron-mascarpone : le dessert frais qui va faire fondre vos invités - La boite de chocolats,80,18/06/2025 03:00,18/06/2025 03:00,874.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/cette-recette-de-courgettes-inspiree-ditalie-qui-met-tout-le-monde-daccord/,Cette recette de courgettes inspirée d'Italie qui met tout le monde d'accord - La boite de chocolats,80,19/06/2025 03:00,19/06/2025 03:00,684.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/ce-dessert-glace-au-mascarpone-pret-en-15-min-bluffe-tous-mes-invites-a-chaque-fois/,Ce dessert glacé au mascarpone prêt en 15 min bluffe tous mes invités à chaque fois - La boite de chocolats,81,28/06/2025 04:42,28/06/2025 04:42,809.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/cette-recette-de-tarte-au-citron-est-si-delicieuse-que-je-lai-refaite-4-fois-en-un-mois/,Cette recette de tarte au citron est si délicieuse que je l'ai refaite 4 fois en un mois - La boite de chocolats,74,19/06/2025 05:00,19/06/2025 05:00,595.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/chakchouka-maison-la-recette-mediterraneenne-facile-avec-legumes-mijotes-et-oeufs-coulants-a-decouvrir/,Chakchouka maison : la recette méditerranéenne facile avec légumes mijotés et œufs coulants à découvrir - La boite de chocolats,70,19/06/2025 04:30,19/06/2025 04:30,652.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/une-mousse-au-citron-si-legere-que-vous-penserez-croquer-un-nuage-recette-virale/,Une mousse au citron si légère que vous penserez croquer un nuage (recette virale) - La boite de chocolats,63,21/06/2025 05:00,21/06/2025 05:00,636.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/ce-gateau-au-chocolat-sans-cuisson-a-5-ingredients-a-change-mes-etes-recette-ici/,Ce gâteau au chocolat sans cuisson à 5 ingrédients a changé mes étés (recette ici) - La boite de chocolats,63,26/06/2025 14:55,26/06/2025 14:55,673.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/pate-a-tarte-minute-la-recette-3-ingredients-sans-gluten-ni-farine-qui-depanne-toujours/,"Je prépare cette pâte à tarte minute avec 3 ingrédients, sans gluten ni farine : elle me dépanne à chaque fois - La boite de chocolats",62,23/06/2025 03:25,23/06/2025 03:25,960.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/ce-mercredi-faites-ces-3-gestes-simples-pour-sauver-vos-tomates-du-mildiou-tout-lete/,"Ce mercredi, faites ces 3 gestes simples pour sauver vos tomates du mildiou tout l’été",60,25/06/2025 04:55,25/06/2025 04:55,,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/je-nutilise-plus-de-viande-cet-ingredient-pas-cher-transforme-mes-tomates-farcies/,Je n’utilise plus de viande : cet ingrédient pas cher transforme mes tomates farcies - La boite de chocolats,58,21/06/2025 06:45,21/06/2025 06:45,800.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/mes-verrines-courgettes-tomates-et-fromage-frais-si-simples-et-tellement-savoureuses/,"Mes verrines courgettes, tomates et fromage frais : si simples… et tellement savoureuses ! - La boite de chocolats",58,27/06/2025 03:21,27/06/2025 03:21,833.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jolie-appetissante-et-delicieuse-cette-salade-de-melon-se-savoure-aussi-bien-en-entree-quen-plat-leger/,"Je sers cette salade de melon en entrée ou en plat : jolie, appétissante et vraiment délicieuse - La boite de chocolats",55,23/06/2025 14:55,23/06/2025 14:55,670.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/plus-besoin-de-robot-pour-cette-pate-a-tarte-maison-prete-en-3-minutes-chrono/,Je n’ai plus besoin de robot pour ma pâte à tarte : elle est prête en 3 minutes chrono - La boite de chocolats,54,23/06/2025 15:55,23/06/2025 15:55,675.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/apero-sans-stress-20-recettes-faciles-a-preparer-a-lavance/,Apéro sans stress : 20 recettes faciles à préparer à l’avance - La boite de chocolats,52,18/06/2025 05:00,18/06/2025 05:00,728.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/attention-ce-flan-patissier-sans-pate-cartonne-leger-fondant-pret-en-5-min/,"Attention : ce flan pâtissier SANS PÂTE cartonne (léger, fondant & prêt en 5 min !) - La boite de chocolats",51,21/06/2025 06:25,21/06/2025 06:25,678.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/2-ingredients-5-minutes-creez-des-palmiers-maison-dignes-dune-boulangerie/,"2 ingrédients, 5 minutes : créez des palmiers maison dignes d’une boulangerie - La boite de chocolats",49,18/06/2025 04:00,18/06/2025 04:00,642.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jajoute-toujours-cette-vinaigrette-a-ma-salade-de-concombre-et-tout-le-monde-en-redemande/,J’ajoute toujours cette vinaigrette à ma salade de concombre et tout le monde en redemande - La boite de chocolats,47,20/06/2025 03:30,20/06/2025 03:30,727.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/tarte-a-loignon-irresistible-recette-simple-et-delicieuse/,Je fais cette tarte à l’oignon simple et délicieuse : tout le monde en redemande - La boite de chocolats,45,23/06/2025 03:55,23/06/2025 03:55,729.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/je-nen-revenais-pas-ces-beignets-de-courgettes-sont-tout-simplement-irresistibles/,Je n’en revenais pas : ces beignets de courgettes sont tout simplement irrésistibles - La boite de chocolats,44,23/06/2025 04:25,23/06/2025 04:25,802.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/tiramisu-sans-oeufs-la-version-legere-qui-se-digere-beaucoup-mieux/,Tiramisu sans œufs : la version légère qui se digère (beaucoup) mieux - La boite de chocolats,44,24/06/2025 04:25,24/06/2025 04:25,783.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/pate-feuilletee-maison-express-la-technique-secrete-pour-la-reussir-en-5-minutes/,Pâte feuilletée maison express : la technique secrète pour la réussir en 5 minutes - La boite de chocolats,41,21/06/2025 16:00,21/06/2025 16:00,683.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jai-teste-ces-4-recettes-aux-legumes-dete-et-je-ne-peux-plus-men-passer/,J’ai testé ces 4 recettes aux légumes d’été… et je ne peux plus m’en passer - La boite de chocolats,41,27/06/2025 18:12,27/06/2025 18:12,739.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/ce-clafoutis-aux-framboises-est-riche-en-proteines-et-leger-je-le-mange-sans-culpabiliser/,Ce clafoutis aux framboises est riche en protéines et léger : je le mange sans culpabiliser - La boite de chocolats,39,22/06/2025 15:55,22/06/2025 15:55,776.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/mon-crumble-courgette-feta-prefere-pret-en-10-min-impossible-de-sen-lasser/,"Mon crumble courgette-feta préféré : prêt en 10 min, impossible de s’en lasser - La boite de chocolats",39,26/06/2025 04:55,26/06/2025 04:55,668.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/voici-lastuce-geniale-pour-une-chantilly-ferme-toute-la-journee-sans-gelatine/,Voici l’astuce géniale pour une chantilly ferme toute la journée (sans gélatine !) - La boite de chocolats,38,18/06/2025 15:00,18/06/2025 15:00,543.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/cette-salade-pois-chiches-concombre-est-devenue-mon-repas-complet-prefere-de-lete/,Cette salade pois chiches-concombre est devenue mon repas complet préféré de l’été - La boite de chocolats,36,30/06/2025 05:42,30/06/2025 05:42,654.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/ce-dessert-aux-fraises-ne-demande-que-2-ingredients-le-resultat-est-etonnant/,Ce dessert aux fraises ne demande que 2 ingrédients : le résultat est étonnant ! - La boite de chocolats,36,17/06/2025 15:00,17/06/2025 15:00,691.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/je-prepare-ma-creme-patissiere-avec-un-oeuf-entier-et-elle-est-aussi-facile-que-delicieuse/,Je prépare ma crème pâtissière avec un œuf entier et elle est aussi facile que délicieuse - La boite de chocolats,35,20/06/2025 16:00,20/06/2025 16:00,879.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/je-croyais-avoir-rate-la-saison-mais-jai-seme-ces-7-legumes-et-je-recolte-encore-sans-stress/,"Je croyais avoir raté la saison, mais j’ai semé ces 7 légumes et je récolte encore sans stress - La boite de chocolats",38,29/06/2025 06:52,29/06/2025 06:52,712.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/ce-gateau-au-chocolat-sans-farine-ni-beurre-bluffe-tous-mes-amis-a-chaque-fois/,Ce gâteau au chocolat sans farine ni beurre bluffe tous mes amis à chaque fois - La boite de chocolats,43,30/06/2025 04:42,30/06/2025 04:42,585.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/ce-toast-au-caviar-de-courgettes-fait-sensation-a-lapero-la-recette-chic-de-jesse-jenkins/,Ce toast au caviar de courgettes fait sensation à l’apéro : la recette chic de Jesse Jenkins - La boite de chocolats,33,28/06/2025 06:22,28/06/2025 06:22,789.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/elle-na-jamais-le-temps-mais-ses-moelleux-au-chocolat-sont-prets-en-5-min-voici-comment/,Elle n’a jamais le temps mais ses moelleux au chocolat sont prêts en 5 min (voici comment) - La boite de chocolats,32,25/06/2025 14:55,25/06/2025 14:55,632.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/la-salade-melon-jambon-feta-qui-sauve-vos-repas-par-35c-fraiche-et-express/,La salade melon-jambon-feta qui sauve vos repas par 35°C (fraîche et express) - La boite de chocolats,31,24/06/2025 14:55,24/06/2025 14:55,696.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/pourquoi-jadore-ce-clafoutis-aux-cerises-signe-felder-comme-chez-mamie/,Pourquoi j'adore ce clafoutis aux cerises signé Felder (comme chez mamie) ? - La boite de chocolats,40,02/07/2025 04:12,02/07/2025 04:12,865.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jai-troque-la-charlotte-aux-fraises-pour-ces-verrines-express-chuuut-cest-un-secret/,"J’ai troqué la charlotte aux fraises pour ces verrines express : chuuut, c’est un secret - La boite de chocolats",39,03/07/2025 12:52,03/07/2025 12:52,726.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/flan-patissier-vanille-et-praline-macadamia-ce-dessert-a-bluffe-tous-mes-invites/,Flan pâtissier vanille et praliné macadamia : ce dessert a bluffé tous mes invités - La boite de chocolats,26,25/06/2025 03:55,25/06/2025 03:55,569.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/canicule-voici-mes-5-salades-de-pates-express-et-ultra-fraiches-a-faire-en-urgence-2/,Canicule : voici mes 5 salades de pâtes express et ultra fraîches à faire en urgence,25,25/06/2025 03:25,25/06/2025 03:25,,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jai-cuisine-les-pates-provencales-de-paul-bocuse-cette-recette-culte-vaut-vraiment-le-detour/,J’ai cuisiné les pâtes provençales de Paul Bocuse : cette recette culte vaut vraiment le détour - La boite de chocolats,25,27/06/2025 16:52,27/06/2025 16:52,663.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jai-teste-la-recette-du-gateau-au-chocolat-de-la-cheffe-deux-fois-sacree-meilleure-au-monde-cest-un-chef-doeuvre/,J’ai testé la recette du gâteau au chocolat de la cheffe deux fois sacrée meilleure au monde – c’est un chef-d'œuvre - La boite de chocolats,23,20/06/2025 03:00,20/06/2025 03:00,628.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/voici-comment-jai-sucre-mes-pommes-malgre-la-secheresse-2-gestes-simples-au-verger/,Voici comment j’ai sucré mes pommes malgré la sécheresse : 2 gestes simples au verger - La boite de chocolats,21,26/06/2025 15:55,26/06/2025 15:55,698.0,article,top_urls_host_data_2025_07_04T13_44.csv
laboitedechocolats.fr,https://laboitedechocolats.fr/jai-concocte-une-terrine-de-courgettes-ultra-gourmande-pour-mes-buffets-succes-garanti/,J'ai concocté une terrine de courgettes ultra-gourmande pour mes buffets : succès garanti ! - La boite de chocolats,38,02/07/2025 06:52,02/07/2025 06:52,651.0,article,top_urls_host_data_2025_07_04T13_44.csv
